Age,Gender,Height_cm,Weight_kg,Know_BMI,Fitness_Goal,Activity_Level,Exercise_Frequency,Medical_Conditions,Tracking_Preference,Motivation,Willingness_to_Use_App,Importance_of_Sustainability,Empathy_Preference,Willingness_to_Pay,Useful_App_Features,Used_Fitness_App_Before,Stopped_App_Reason,Workout_Preference,Monthly_Income,Fitness_Persona,Would_Recommend_App,BMI
44,Male,170,83,Yes,Weight loss,Medium,3–4,No,In-app tracking,Health,4,2,Yes,₹200–₹500,"Diet tracker, Challenges, Reminders",No,"Got bored, Too expensive, Didn’t see results",Self-paced,₹20k–₹50k,Need motivation to start,Yes,30.596666341978157
34,Male,167,52,Yes,Maintain health,Low,1–2,No,Wearable devices,Social influence,5,3,Yes,>₹1000,"Workout plans, Community features, Reminders",Yes,"Didn’t see results, Got bored",Mix of both,₹20k–₹50k,Consistent,No,20.964481796313414
27,Male,159,82,No,Weight loss,Medium,3–4,No,Wearable devices,Health,1,1,Yes,₹500–₹1000,"Workout plans, Diet tracker, Mental health tips, Community features",Yes,"Others, App was buggy",Guided,₹50k–₹1L,Start but can’t continue,Maybe,34.55951284449001
34,Female,154,69,Yes,Muscle gain,Medium,1–2,No,In-app tracking,Appearance,5,1,Yes,₹0,"Diet tracker, Challenges, Workout plans, Mental health tips",Yes,"Didn’t see results, App was buggy, Too expensive",Mix of both,₹50k–₹1L,Start but can’t continue,No,24.403391149720125
38,Non-binary,145,71,No,Muscle gain,Low,0,No,Manual logs,Mental health,2,1,Yes,>₹1000,"Reminders, Diet tracker, Challenges",No,"Too expensive, Others, Didn’t see results",Self-paced,₹50k–₹1L,Start but can’t continue,Maybe,30.92439942079053
36,Female,168,71,Yes,Muscle gain,Low,1–2,No,In-app tracking,Health,3,4,Yes,₹200–₹500,"Reminders, Diet tracker, Community features, Workout plans",No,"Got bored, Didn’t see results, Too expensive",Mix of both,₹50k–₹1L,Need motivation to start,Yes,24.276340742855897
34,Female,149,67,No,Weight loss,High,1–2,No,Wearable devices,Mental health,5,2,No,<₹200,"Reminders, Mental health tips",Yes,Privacy concerns,Self-paced,₹50k–₹1L,Need motivation to start,Maybe,27.80113494031135
38,Female,165,87,Yes,Improve flexibility,Low,3–4,No,In-app tracking,Health,4,3,Yes,₹0,"Diet tracker, Challenges, Community features, Mental health tips",Yes,"App was buggy, Privacy concerns",Mix of both,₹50k–₹1L,Start but can’t continue,Yes,30.56530035388363
39,Female,162,68,Yes,Weight loss,High,3–4,No,Manual logs,Energy,5,5,Maybe,<₹200,"Mental health tips, Community features",Yes,"Didn’t see results, Got bored, Others",Self-paced,₹50k–₹1L,Start but can’t continue,Yes,25.808239463288462
41,Male,171,53,No,Maintain health,Low,1–2,No,Not tracking,Mental health,5,3,Maybe,₹500–₹1000,"Community features, Diet tracker",Yes,"Too expensive, Got bored, Privacy concerns",Mix of both,>₹2L,Need better results,Yes,17.185223905289632
35,Non-binary,161,64,Yes,Improve flexibility,Medium,0,No,Manual logs,Social influence,5,2,Yes,₹0,"Diet tracker, Workout plans",No,Too expensive,Guided,>₹2L,Need motivation to start,Maybe,24.642255495589353
28,Female,161,72,No,Maintain health,High,3–4,No,Not tracking,Health,5,1,Yes,<₹200,"Reminders, Challenges, Mental health tips, Workout plans",Yes,"Too expensive, App was buggy",Self-paced,₹50k–₹1L,Need better results,No,30.496126265585627
31,Female,172,88,Yes,Maintain health,Medium,3–4,No,In-app tracking,Health,4,4,Maybe,₹500–₹1000,"Reminders, Mental health tips, Diet tracker",Yes,"App was buggy, Privacy concerns, Got bored",Guided,₹50k–₹1L,Start but can’t continue,Yes,33.307238280738204
39,Male,168,79,Yes,Maintain health,Medium,Daily,No,Not tracking,Health,4,2,Yes,₹200–₹500,"Community features, Diet tracker, Workout plans",Yes,"Others, Too expensive",Self-paced,₹20k–₹50k,Start but can’t continue,Yes,28.736978795200756
23,Male,168,57,Yes,Muscle gain,Medium,3–4,No,In-app tracking,Social influence,5,2,Yes,₹500–₹1000,"Reminders, Diet tracker, Workout plans, Challenges",No,"Privacy concerns, Didn’t see results, App was buggy",Mix of both,₹20k–₹50k,Start but can’t continue,Yes,22.86558244193452
32,Female,169,107,No,Improve flexibility,Low,3–4,No,In-app tracking,Social influence,3,5,Yes,₹500–₹1000,"Workout plans, Reminders",Yes,Others,Guided,₹50k–₹1L,Start but can’t continue,Maybe,36.66590235641435
26,Female,149,73,Yes,Weight loss,Low,3–4,No,Wearable devices,Appearance,5,3,No,₹0,"Diet tracker, Reminders, Challenges, Mental health tips",Yes,Too expensive,Mix of both,₹50k–₹1L,Consistent,Yes,31.631837571595298
30,Female,172,89,Yes,Maintain health,High,Daily,No,Manual logs,Appearance,4,3,No,₹500–₹1000,"Mental health tips, Challenges, Community features",Yes,"Too expensive, App was buggy",Mix of both,₹20k–₹50k,Start but can’t continue,Yes,29.933660880915998
40,Male,171,67,Yes,Maintain health,Medium,5–6,No,Wearable devices,Health,2,5,Maybe,<₹200,"Workout plans, Reminders, Community features, Challenges",Yes,Too expensive,Guided,₹50k–₹1L,Consistent,No,22.28821875440093
31,Prefer not to say,154,78,Yes,Muscle gain,Medium,1–2,No,Manual logs,Appearance,5,4,Maybe,₹200–₹500,"Challenges, Workout plans, Community features, Diet tracker",Yes,"App was buggy, Privacy concerns",Guided,₹1L–₹2L,Start but can’t continue,Maybe,34.24050743794254
30,Male,162,82,Yes,Weight loss,Low,1–2,No,Not tracking,Health,5,1,Yes,₹200–₹500,"Diet tracker, Community features, Workout plans",No,"Others, Too expensive, Didn’t see results",Guided,₹1L–₹2L,Consistent,Maybe,31.274134027496746
19,Male,164,88,No,Muscle gain,Low,1–2,No,Manual logs,Appearance,5,1,Yes,<₹200,"Workout plans, Community features, Challenges",No,Didn’t see results,Guided,₹50k–₹1L,Consistent,Maybe,35.737094048528185
35,Male,163,85,Yes,Improve flexibility,Low,3–4,Yes,In-app tracking,Energy,5,4,Yes,>₹1000,"Challenges, Mental health tips",Yes,"Too expensive, App was buggy, Didn’t see results",Guided,₹50k–₹1L,Start but can’t continue,No,32.23134201280206
35,Female,168,83,No,Mental wellness,Medium,5–6,Yes,In-app tracking,Social influence,1,5,Yes,₹200–₹500,"Reminders, Challenges",Yes,"Got bored, Too expensive, App was buggy",Self-paced,₹20k–₹50k,Need better results,Maybe,27.993517369396134
47,Non-binary,179,65,Yes,Muscle gain,Medium,3–4,No,In-app tracking,Others,5,2,Yes,₹0,"Mental health tips, Challenges, Diet tracker",No,Privacy concerns,Self-paced,₹50k–₹1L,Consistent,Yes,19.340737830780053
27,Male,175,61,No,Maintain health,Medium,0,No,In-app tracking,Health,4,3,Yes,>₹1000,"Workout plans, Community features",Yes,Didn’t see results,Mix of both,₹1L–₹2L,Need better results,Yes,18.73023860832579
31,Female,151,74,No,Mental wellness,High,5–6,No,Manual logs,Energy,4,2,Yes,₹200–₹500,"Challenges, Reminders, Workout plans",Yes,Didn’t see results,Mix of both,₹1L–₹2L,Need motivation to start,Maybe,33.91691109313432
31,Male,171,83,Yes,Weight loss,Low,5–6,Yes,In-app tracking,Social influence,1,3,Yes,₹200–₹500,"Workout plans, Diet tracker, Challenges, Reminders",Yes,"Too expensive, Privacy concerns, Didn’t see results",Mix of both,₹50k–₹1L,Need better results,Yes,28.17449566675813
42,Non-binary,178,66,No,Weight loss,Low,1–2,No,Wearable devices,Appearance,5,2,Yes,₹200–₹500,"Diet tracker, Community features",Yes,"Too expensive, Others",Self-paced,<₹20k,Need better results,Maybe,21.067244637360314
29,Female,168,85,Yes,Maintain health,Low,3–4,No,Not tracking,Mental health,3,5,Maybe,₹500–₹1000,"Workout plans, Challenges, Community features",Yes,"Others, Too expensive",Self-paced,₹50k–₹1L,Consistent,Yes,30.953066526877233
32,Female,175,91,No,Improve flexibility,Medium,3–4,No,In-app tracking,Health,5,5,No,₹0,"Mental health tips, Reminders, Community features, Diet tracker",No,"Didn’t see results, Privacy concerns, Too expensive",Self-paced,₹50k–₹1L,Consistent,Yes,30.792640095714102
34,Male,185,56,No,Mental wellness,Low,5–6,No,Not tracking,Appearance,4,4,Maybe,<₹200,"Challenges, Reminders, Workout plans, Community features",No,"Too expensive, Privacy concerns, Got bored",Self-paced,₹1L–₹2L,Need better results,Yes,18.478096665491996
31,Prefer not to say,175,57,Yes,Muscle gain,High,5–6,No,Manual logs,Health,2,2,Yes,₹200–₹500,"Diet tracker, Workout plans, Reminders",Yes,"Privacy concerns, Didn’t see results, Got bored",Self-paced,<₹20k,Need better results,Yes,19.284162423760318
26,Female,167,67,Yes,Weight loss,Low,3–4,No,Wearable devices,Appearance,2,2,Yes,₹0,"Community features, Workout plans, Diet tracker",No,Didn’t see results,Mix of both,₹50k–₹1L,Consistent,Yes,22.105066920994982
31,Male,175,74,Yes,Muscle gain,High,3–4,No,Manual logs,Mental health,3,4,Yes,₹500–₹1000,"Challenges, Diet tracker, Mental health tips, Workout plans",Yes,"Didn’t see results, Too expensive",Guided,₹20k–₹50k,Start but can’t continue,Yes,23.190640229931294
38,Female,166,62,Yes,Weight loss,Medium,5–6,Yes,Manual logs,Health,5,4,Yes,₹200–₹500,"Challenges, Reminders, Workout plans, Mental health tips",Yes,"Privacy concerns, App was buggy",Self-paced,₹50k–₹1L,Need better results,Maybe,21.525011279359337
21,Male,165,90,Yes,Weight loss,High,3–4,No,Wearable devices,Health,1,5,Yes,<₹200,"Challenges, Community features, Diet tracker",Yes,"Others, App was buggy",Mix of both,₹50k–₹1L,Need motivation to start,Maybe,31.60228847462695
52,Female,161,76,Yes,Improve flexibility,Medium,1–2,No,In-app tracking,Appearance,5,5,Maybe,₹0,"Workout plans, Reminders, Diet tracker",Yes,"Others, Got bored",Mix of both,₹50k–₹1L,Start but can’t continue,Yes,31.395730716609428
24,Male,180,70,Yes,Weight loss,High,5–6,No,Wearable devices,Social influence,3,2,Maybe,₹500–₹1000,"Reminders, Mental health tips, Challenges, Diet tracker",No,"Too expensive, Didn’t see results",Guided,₹50k–₹1L,Need better results,Yes,21.308079434218737
39,Female,156,79,No,Improve flexibility,Low,1–2,No,In-app tracking,Health,3,5,Yes,₹500–₹1000,"Workout plans, Challenges, Mental health tips, Reminders",No,"Didn’t see results, Got bored",Guided,₹50k–₹1L,Need better results,Yes,20.080864279415643
17,Female,180,50,Yes,Muscle gain,Medium,1–2,No,Not tracking,Energy,3,5,Yes,₹200–₹500,"Challenges, Reminders, Community features",No,"App was buggy, Others, Privacy concerns",Mix of both,₹20k–₹50k,Need better results,Yes,16.100569739985733
25,Male,169,74,Yes,Maintain health,High,5–6,Yes,In-app tracking,Energy,2,2,Yes,₹200–₹500,"Mental health tips, Diet tracker, Workout plans",Yes,"App was buggy, Didn’t see results, Too expensive",Guided,₹20k–₹50k,Consistent,Yes,26.32763684044429
33,Male,151,38,No,Weight loss,Low,5–6,No,Wearable devices,Health,5,4,Yes,<₹200,"Challenges, Diet tracker, Mental health tips, Community features",Yes,Got bored,Mix of both,>₹2L,Start but can’t continue,Yes,17.285931431277337
42,Male,168,85,Yes,Weight loss,Low,3–4,No,Wearable devices,Appearance,5,2,Yes,₹200–₹500,"Challenges, Reminders, Diet tracker",Yes,"Privacy concerns, Too expensive, App was buggy",Mix of both,₹20k–₹50k,Need better results,Yes,34.932198261816986
29,Female,143,67,Yes,Weight loss,Medium,1–2,No,In-app tracking,Mental health,1,1,Yes,₹0,"Mental health tips, Diet tracker, Challenges",No,"Privacy concerns, App was buggy, Didn’t see results",Mix of both,<₹20k,Start but can’t continue,Maybe,34.11725940839625
25,Male,171,118,Yes,Others,High,1–2,Yes,Manual logs,Appearance,3,2,Yes,₹200–₹500,"Community features, Reminders, Workout plans",Yes,"App was buggy, Others",Guided,₹20k–₹50k,Consistent,Yes,38.513000228154304
45,Female,173,104,No,Improve flexibility,Medium,1–2,Yes,In-app tracking,Appearance,3,1,Yes,₹200–₹500,"Reminders, Diet tracker, Workout plans",Yes,Didn’t see results,Self-paced,₹20k–₹50k,Consistent,Yes,35.381698745745126
18,Male,159,67,No,Muscle gain,Medium,1–2,Yes,Wearable devices,Mental health,4,2,Yes,>₹1000,"Diet tracker, Challenges",Yes,"Privacy concerns, Others",Guided,₹50k–₹1L,Start but can’t continue,Yes,26.71359659879089
12,Male,166,68,Yes,Weight loss,Low,5–6,No,Not tracking,Appearance,4,1,Yes,₹200–₹500,"Community features, Workout plans",Yes,App was buggy,Self-paced,₹50k–₹1L,Need motivation to start,No,21.899247526543007
33,Female,184,84,No,Mental wellness,Low,1–2,No,In-app tracking,Health,2,1,Yes,₹500–₹1000,"Diet tracker, Challenges, Reminders, Mental health tips",No,"Got bored, Privacy concerns, Others",Mix of both,>₹2L,Start but can’t continue,No,20.042650214896106
25,Male,159,95,Yes,Weight loss,High,3–4,No,In-app tracking,Health,5,2,Maybe,₹200–₹500,"Challenges, Mental health tips",No,"Too expensive, Got bored, Others",Mix of both,₹50k–₹1L,Consistent,No,37.86104009652936
21,Non-binary,154,45,No,Weight loss,Low,1–2,No,Wearable devices,Health,1,5,Yes,>₹1000,"Community features, Workout plans, Reminders",No,"Got bored, Privacy concerns",Self-paced,<₹20k,Need motivation to start,No,18.414495482223508
35,Female,179,43,No,Maintain health,Medium,Daily,No,Wearable devices,Mental health,1,3,Maybe,₹200–₹500,"Community features, Challenges",No,"Didn’t see results, Privacy concerns",Self-paced,₹50k–₹1L,Start but can’t continue,Yes,15.0
31,Female,184,60,No,Mental wellness,High,1–2,No,In-app tracking,Energy,3,5,Maybe,₹200–₹500,"Workout plans, Challenges, Mental health tips, Reminders",Yes,"Others, Got bored",Self-paced,₹1L–₹2L,Consistent,Yes,16.640377991464987
25,Female,165,78,Yes,Weight loss,Low,0,Yes,In-app tracking,Energy,1,1,Maybe,₹500–₹1000,"Diet tracker, Reminders, Community features, Workout plans",Yes,"Others, Too expensive, App was buggy",Guided,₹1L–₹2L,Consistent,No,28.131483450780845
19,Female,175,77,Yes,Weight loss,Medium,0,No,Wearable devices,Mental health,3,2,Maybe,₹0,"Diet tracker, Mental health tips, Challenges, Community features",Yes,"Privacy concerns, Got bored, Too expensive",Self-paced,₹50k–₹1L,Need motivation to start,Maybe,23.977033057956753
36,Male,178,86,Yes,Mental wellness,Low,3–4,No,Manual logs,Health,5,2,No,<₹200,"Diet tracker, Mental health tips",No,"Others, Didn’t see results, Got bored",Guided,₹20k–₹50k,Consistent,Yes,27.686387194542768
35,Male,157,52,No,Weight loss,Medium,3–4,Yes,Manual logs,Health,1,2,Maybe,₹0,"Mental health tips, Challenges",Yes,Too expensive,Mix of both,₹1L–₹2L,Need motivation to start,Yes,21.447074173214226
29,Male,160,35,Yes,Weight loss,Low,3–4,Yes,In-app tracking,Health,3,2,Yes,₹500–₹1000,"Challenges, Mental health tips",Yes,"Others, Got bored",Self-paced,₹50k–₹1L,Need motivation to start,Maybe,15.269361883474723
44,Female,177,82,No,Maintain health,Medium,3–4,No,Wearable devices,Health,5,3,Yes,₹0,"Mental health tips, Reminders, Community features, Diet tracker",Yes,App was buggy,Guided,₹50k–₹1L,Need motivation to start,Yes,28.48809213143005
21,Male,181,57,No,Mental wellness,Low,0,No,In-app tracking,Others,5,4,Maybe,₹500–₹1000,"Diet tracker, Community features, Mental health tips",Yes,"Too expensive, Others, Got bored",Self-paced,₹20k–₹50k,Consistent,Yes,18.687106348335853
17,Female,170,39,Yes,Muscle gain,Medium,3–4,No,In-app tracking,Social influence,3,1,Maybe,₹200–₹500,"Reminders, Workout plans, Community features",Yes,"Got bored, App was buggy, Didn’t see results",Guided,₹50k–₹1L,Need motivation to start,Yes,15.0
24,Prefer not to say,156,72,No,Others,Medium,3–4,No,In-app tracking,Appearance,3,3,Maybe,₹0,"Challenges, Diet tracker, Workout plans, Reminders",Yes,Got bored,Guided,<₹20k,Need motivation to start,Yes,29.922479645502033
29,Female,184,81,No,Maintain health,Low,1–2,No,Not tracking,Appearance,2,5,Maybe,₹200–₹500,"Community features, Workout plans, Challenges, Diet tracker",No,"Others, Got bored",Mix of both,₹20k–₹50k,Need motivation to start,Yes,20.714635100834066
31,Female,159,68,No,Weight loss,Medium,1–2,No,Not tracking,Appearance,5,4,Maybe,<₹200,"Reminders, Community features, Mental health tips, Workout plans",Yes,"Didn’t see results, App was buggy",Mix of both,₹20k–₹50k,Need better results,Yes,25.94773439466127
28,Male,161,63,No,Others,Low,1–2,Yes,In-app tracking,Appearance,3,4,Maybe,₹200–₹500,"Community features, Reminders, Challenges, Workout plans",Yes,"App was buggy, Got bored, Privacy concerns",Guided,₹20k–₹50k,Need better results,Maybe,19.224435245566113
32,Female,168,67,No,Muscle gain,Medium,1–2,No,Manual logs,Appearance,5,2,Maybe,₹200–₹500,"Workout plans, Community features, Mental health tips",No,"Privacy concerns, Too expensive, Others",Mix of both,₹50k–₹1L,Need motivation to start,Yes,23.03335693298899
19,Female,180,64,Yes,Weight loss,Low,3–4,No,Wearable devices,Energy,1,3,No,₹200–₹500,"Reminders, Mental health tips",Yes,"Didn’t see results, Others, Too expensive",Self-paced,₹20k–₹50k,Start but can’t continue,No,18.68239427983677
41,Male,173,49,No,Maintain health,Medium,1–2,Yes,In-app tracking,Social influence,4,5,Maybe,₹0,"Workout plans, Diet tracker",Yes,"App was buggy, Privacy concerns",Self-paced,<₹20k,Need better results,No,17.754223539607626
29,Male,169,59,Yes,Weight loss,Low,1–2,No,In-app tracking,Mental health,4,2,Maybe,₹200–₹500,"Reminders, Diet tracker, Community features",Yes,App was buggy,Mix of both,₹20k–₹50k,Need motivation to start,Yes,18.7231537362273
38,Non-binary,169,77,No,Weight loss,Medium,1–2,No,In-app tracking,Appearance,3,2,Maybe,₹500–₹1000,"Reminders, Diet tracker",Yes,"Others, Didn’t see results, Privacy concerns",Guided,₹20k–₹50k,Need motivation to start,Yes,27.301761988155
